46928
CELE_Y95B8A.1	CELE_Y95B8A.1	MissingGeneType
CELE_Y95B8A.15	CELE_Y95B8A.15	MissingGeneType
CELE_Y95B8A.14	CELE_Y95B8A.14	MissingGeneType
CELE_Y95B8A.13	CELE_Y95B8A.13	MissingGeneType
CELE_Y95B8A.T1	CELE_Y95B8A.T1	MissingGeneType
CELE_Y34D9B.1	CELE_Y34D9B.1	MissingGeneType
CELE_F54A5.2	CELE_F54A5.2	MissingGeneType
CELE_F54A5.3	CELE_F54A5.3	MissingGeneType
CELE_F54A5.5	CELE_F54A5.5	MissingGeneType
CELE_F54A5.4	CELE_F54A5.4	MissingGeneType
CELE_F54A5.1	CELE_F54A5.1	MissingGeneType
CELE_C54G6.3	CELE_C54G6.3	MissingGeneType
CELE_C54G6.6	CELE_C54G6.6	MissingGeneType
CELE_C54G6.7	CELE_C54G6.7	MissingGeneType
CELE_C54G6.2	CELE_C54G6.2	MissingGeneType
CELE_C54G6.1	CELE_C54G6.1	MissingGeneType
CELE_C54G6.8	CELE_C54G6.8	MissingGeneType
CELE_C54G6.5	CELE_C54G6.5	MissingGeneType
CELE_Y34D9A.11	CELE_Y34D9A.11	MissingGeneType
CELE_Y34D9A.1	CELE_Y34D9A.1	MissingGeneType
CELE_Y34D9A.4	CELE_Y34D9A.4	MissingGeneType
CELE_Y34D9A.3	CELE_Y34D9A.3	MissingGeneType
CELE_Y34D9A.7	CELE_Y34D9A.7	MissingGeneType
CELE_Y34D9A.6	CELE_Y34D9A.6	MissingGeneType
CELE_Y34D9A.8	CELE_Y34D9A.8	MissingGeneType
CELE_Y34D9A.10	CELE_Y34D9A.10	MissingGeneType
CELE_Y34D9A.2	CELE_Y34D9A.2	MissingGeneType
CELE_R06A10.2	CELE_R06A10.2	MissingGeneType
CELE_R06A10.1	CELE_R06A10.1	MissingGeneType
CELE_R06A10.5	CELE_R06A10.5	MissingGeneType
CELE_R06A10.4	CELE_R06A10.4	MissingGeneType
CELE_R06A10.6	CELE_R06A10.6	MissingGeneType
CELE_ZK993.2	CELE_ZK993.2	MissingGeneType
CELE_ZK993.5	CELE_ZK993.5	MissingGeneType
CELE_ZK993.4	CELE_ZK993.4	MissingGeneType
CELE_ZK993.1	CELE_ZK993.1	MissingGeneType
CELE_Y48G8AL.10	CELE_Y48G8AL.10	MissingGeneType
CELE_Y48G8AL.14	CELE_Y48G8AL.14	MissingGeneType
CELE_Y48G8AL.18	CELE_Y48G8AL.18	MissingGeneType
CELE_Y48G8AL.17	CELE_Y48G8AL.17	MissingGeneType
CELE_Y48G8AL.8	CELE_Y48G8AL.8	MissingGeneType
CELE_Y48G8AL.7	CELE_Y48G8AL.7	MissingGeneType
CELE_Y48G8AL.11	CELE_Y48G8AL.11	MissingGeneType
CELE_Y48G8AL.6	CELE_Y48G8AL.6	MissingGeneType
CELE_Y48G8AL.20	CELE_Y48G8AL.20	MissingGeneType
CELE_Y48G8AL.5	CELE_Y48G8AL.5	MissingGeneType
CELE_Y48G8AL.1	CELE_Y48G8AL.1	MissingGeneType
CELE_Y48G8AL.16	CELE_Y48G8AL.16	MissingGeneType
CELE_Y48G8AL.12	CELE_Y48G8AL.12	MissingGeneType
CELE_Y48G8AL.13	CELE_Y48G8AL.13	MissingGeneType
CELE_Y48G8AL.19	CELE_Y48G8AL.19	MissingGeneType
CELE_Y48G8AL.15	CELE_Y48G8AL.15	MissingGeneType
CELE_Y48G8AR.1	CELE_Y48G8AR.1	MissingGeneType
CELE_Y48G8AR.8	CELE_Y48G8AR.8	MissingGeneType
CELE_Y48G8AR.7	CELE_Y48G8AR.7	MissingGeneType
CELE_Y48G8AR.6	CELE_Y48G8AR.6	MissingGeneType
CELE_Y48G8AR.4	CELE_Y48G8AR.4	MissingGeneType
CELE_Y48G8AR.5	CELE_Y48G8AR.5	MissingGeneType
CELE_Y48G8AR.2	CELE_Y48G8AR.2	MissingGeneType
CELE_Y48G8AR.3	CELE_Y48G8AR.3	MissingGeneType
CELE_K12C11.4	CELE_K12C11.4	MissingGeneType
CELE_K12C11.8	CELE_K12C11.8	MissingGeneType
CELE_K12C11.5	CELE_K12C11.5	MissingGeneType
CELE_K12C11.3	CELE_K12C11.3	MissingGeneType
CELE_K12C11.6	CELE_K12C11.6	MissingGeneType
CELE_K12C11.7	CELE_K12C11.7	MissingGeneType
CELE_K12C11.2	CELE_K12C11.2	MissingGeneType
CELE_K12C11.1	CELE_K12C11.1	MissingGeneType
CELE_Y92H12BL.1	CELE_Y92H12BL.1	MissingGeneType
CELE_Y92H12BL.5	CELE_Y92H12BL.5	MissingGeneType
CELE_Y92H12BL.6	CELE_Y92H12BL.6	MissingGeneType
CELE_Y92H12BL.7	CELE_Y92H12BL.7	MissingGeneType
CELE_Y92H12BL.4	CELE_Y92H12BL.4	MissingGeneType
CELE_Y92H12BM.1	CELE_Y92H12BM.1	MissingGeneType
CELE_Y92H12BR.7	CELE_Y92H12BR.7	MissingGeneType
CELE_Y92H12BR.6	CELE_Y92H12BR.6	MissingGeneType
CELE_Y92H12BR.2	CELE_Y92H12BR.2	MissingGeneType
CELE_Y92H12BR.3	CELE_Y92H12BR.3	MissingGeneType
CELE_Y92H12BR.4	CELE_Y92H12BR.4	MissingGeneType
CELE_Y92H12BR.8	CELE_Y92H12BR.8	MissingGeneType
CELE_F37F2.2	CELE_F37F2.2	MissingGeneType
CELE_F37F2.4	CELE_F37F2.4	MissingGeneType
CELE_F47G6.4	CELE_F47G6.4	MissingGeneType
CELE_F47G6.6	CELE_F47G6.6	MissingGeneType
CELE_F47G6.T1	CELE_F47G6.T1	MissingGeneType
CELE_F37F2.3	CELE_F37F2.3	MissingGeneType
CELE_F47G6.3	CELE_F47G6.3	MissingGeneType
CELE_F47G6.2	CELE_F47G6.2	MissingGeneType
CELE_F47G6.1	CELE_F47G6.1	MissingGeneType
CELE_F47G6.5	CELE_F47G6.5	MissingGeneType
CELE_Y92H12A.5	CELE_Y92H12A.5	MissingGeneType
CELE_Y92H12A.4	CELE_Y92H12A.4	MissingGeneType
CELE_Y92H12A.2	CELE_Y92H12A.2	MissingGeneType
CELE_Y92H12A.7	CELE_Y92H12A.7	MissingGeneType
CELE_Y92H12A.1	CELE_Y92H12A.1	MissingGeneType
CELE_Y92H12A.8	CELE_Y92H12A.8	MissingGeneType
CELE_Y92H12A.T1	CELE_Y92H12A.T1	MissingGeneType
CELE_Y73E7A.3	CELE_Y73E7A.3	MissingGeneType
CELE_Y73E7A.4	CELE_Y73E7A.4	MissingGeneType
CELE_Y73E7A.5	CELE_Y73E7A.5	MissingGeneType
CELE_Y73E7A.2	CELE_Y73E7A.2	MissingGeneType
CELE_Y73E7A.6	CELE_Y73E7A.6	MissingGeneType
CELE_Y73E7A.9	CELE_Y73E7A.9	MissingGeneType
CELE_Y73E7A.7	CELE_Y73E7A.7	MissingGeneType
CELE_Y73E7A.1	CELE_Y73E7A.1	MissingGeneType
CELE_Y73E7A.8	CELE_Y73E7A.8	MissingGeneType
CELE_Y71G12B.20	CELE_Y71G12B.20	MissingGeneType
CELE_Y71G12B.18	CELE_Y71G12B.18	MissingGeneType
CELE_Y71G12B.34	CELE_Y71G12B.34	MissingGeneType
CELE_Y71G12B.21	CELE_Y71G12B.21	MissingGeneType
CELE_Y71G12B.33	CELE_Y71G12B.33	MissingGeneType
CELE_Y71G12B.22	CELE_Y71G12B.22	MissingGeneType
CELE_Y71G12B.17	CELE_Y71G12B.17	MissingGeneType
CELE_Y71G12B.23	CELE_Y71G12B.23	MissingGeneType
CELE_Y71G12B.35	CELE_Y71G12B.35	MissingGeneType
CELE_Y71G12B.16	CELE_Y71G12B.16	MissingGeneType
CELE_Y71G12B.31	CELE_Y71G12B.31	MissingGeneType
CELE_Y71G12B.37	CELE_Y71G12B.37	MissingGeneType
CELE_Y71G12B.44	CELE_Y71G12B.44	MissingGeneType
CELE_Y71G12B.41	CELE_Y71G12B.41	MissingGeneType
CELE_Y71G12B.40	CELE_Y71G12B.40	MissingGeneType
CELE_Y71G12B.15	CELE_Y71G12B.15	MissingGeneType
CELE_Y71G12B.14	CELE_Y71G12B.14	MissingGeneType
CELE_Y71G12B.13	CELE_Y71G12B.13	MissingGeneType
CELE_Y71G12B.12	CELE_Y71G12B.12	MissingGeneType
CELE_Y71G12B.11	CELE_Y71G12B.11	MissingGeneType
CELE_Y71G12B.36	CELE_Y71G12B.36	MissingGeneType
CELE_Y71G12B.29	CELE_Y71G12B.29	MissingGeneType
CELE_Y71G12B.24	CELE_Y71G12B.24	MissingGeneType
CELE_Y71G12B.10	CELE_Y71G12B.10	MissingGeneType
CELE_Y71G12B.9	CELE_Y71G12B.9	MissingGeneType
CELE_Y71G12B.8	CELE_Y71G12B.8	MissingGeneType
CELE_Y71G12B.25	CELE_Y71G12B.25	MissingGeneType
CELE_Y71G12B.26	CELE_Y71G12B.26	MissingGeneType
CELE_Y71G12B.42	CELE_Y71G12B.42	MissingGeneType
CELE_Y71G12B.6	CELE_Y71G12B.6	MissingGeneType
CELE_Y71G12B.27	CELE_Y71G12B.27	MissingGeneType
CELE_Y71G12B.5	CELE_Y71G12B.5	MissingGeneType
CELE_Y71G12B.4	CELE_Y71G12B.4	MissingGeneType
CELE_Y71G12B.3	CELE_Y71G12B.3	MissingGeneType
CELE_Y71G12B.32	CELE_Y71G12B.32	MissingGeneType
CELE_Y71G12B.2	CELE_Y71G12B.2	MissingGeneType
CELE_Y71G12B.30	CELE_Y71G12B.30	MissingGeneType
CELE_Y71G12B.39	CELE_Y71G12B.39	MissingGeneType
CELE_Y71G12B.1	CELE_Y71G12B.1	MissingGeneType
CELE_Y71G12B.28	CELE_Y71G12B.28	MissingGeneType
CELE_C53H9.3	CELE_C53H9.3	MissingGeneType
CELE_C53H9.2	CELE_C53H9.2	MissingGeneType
CELE_C53H9.1	CELE_C53H9.1	MissingGeneType
CELE_M01D7.7	CELE_M01D7.7	MissingGeneType
CELE_C53H9.4	CELE_C53H9.4	MissingGeneType
CELE_M01D7.10	CELE_M01D7.10	MissingGeneType
CELE_M01D7.11	CELE_M01D7.11	MissingGeneType
CELE_M01D7.6	CELE_M01D7.6	MissingGeneType
CELE_M01D7.5	CELE_M01D7.5	MissingGeneType
CELE_M01D7.4	CELE_M01D7.4	MissingGeneType
CELE_M01D7.9	CELE_M01D7.9	MissingGeneType
CELE_M01D7.1	CELE_M01D7.1	MissingGeneType
CELE_M01D7.2	CELE_M01D7.2	MissingGeneType
CELE_Y71G12A.3	CELE_Y71G12A.3	MissingGeneType
CELE_Y71G12A.5	CELE_Y71G12A.5	MissingGeneType
CELE_Y71G12A.4	CELE_Y71G12A.4	MissingGeneType
CELE_Y71G12A.2	CELE_Y71G12A.2	MissingGeneType
CELE_Y51F10.7	CELE_Y51F10.7	MissingGeneType
CELE_Y51F10.14	CELE_Y51F10.14	MissingGeneType
CELE_Y51F10.5	CELE_Y51F10.5	MissingGeneType
CELE_Y51F10.4	CELE_Y51F10.4	MissingGeneType
CELE_Y51F10.15	CELE_Y51F10.15	MissingGeneType
CELE_Y51F10.10	CELE_Y51F10.10	MissingGeneType
CELE_Y51F10.11	CELE_Y51F10.11	MissingGeneType
CELE_Y51F10.3	CELE_Y51F10.3	MissingGeneType
CELE_Y51F10.13	CELE_Y51F10.13	MissingGeneType
CELE_Y51F10.12	CELE_Y51F10.12	MissingGeneType
CELE_Y51F10.2	CELE_Y51F10.2	MissingGeneType
CELE_Y20F4.3	CELE_Y20F4.3	MissingGeneType
CELE_Y20F4.11	CELE_Y20F4.11	MissingGeneType
CELE_Y20F4.2	CELE_Y20F4.2	MissingGeneType
CELE_Y20F4.4	CELE_Y20F4.4	MissingGeneType
CELE_Y20F4.10	CELE_Y20F4.10	MissingGeneType
CELE_Y20F4.8	CELE_Y20F4.8	MissingGeneType
CELE_Y37E3.1	CELE_Y37E3.1	MissingGeneType
CELE_Y37E3.3	CELE_Y37E3.3	MissingGeneType
CELE_Y37E3.4	CELE_Y37E3.4	MissingGeneType
CELE_Y37E3.5	CELE_Y37E3.5	MissingGeneType
CELE_Y37E3.26	CELE_Y37E3.26	MissingGeneType
CELE_Y37E3.7	CELE_Y37E3.7	MissingGeneType
CELE_Y37E3.8	CELE_Y37E3.8	MissingGeneType
CELE_Y37E3.22	CELE_Y37E3.22	MissingGeneType
CELE_Y37E3.28	CELE_Y37E3.28	MissingGeneType
CELE_Y37E3.21	CELE_Y37E3.21	MissingGeneType
CELE_Y37E3.27	CELE_Y37E3.27	MissingGeneType
CELE_Y37E3.9	CELE_Y37E3.9	MissingGeneType
CELE_Y37E3.10	CELE_Y37E3.10	MissingGeneType
CELE_Y37E3.11	CELE_Y37E3.11	MissingGeneType
CELE_Y37E3.29	CELE_Y37E3.29	MissingGeneType
CELE_Y37E3.20	CELE_Y37E3.20	MissingGeneType
CELE_Y37E3.13	CELE_Y37E3.13	MissingGeneType
CELE_Y37E3.15	CELE_Y37E3.15	MissingGeneType
CELE_Y37E3.19	CELE_Y37E3.19	MissingGeneType
CELE_Y37E3.16	CELE_Y37E3.16	MissingGeneType
CELE_Y37E3.17	CELE_Y37E3.17	MissingGeneType
CELE_Y37E3.30	CELE_Y37E3.30	MissingGeneType
CELE_Y37E3.25	CELE_Y37E3.25	MissingGeneType
CELE_Y37E3.24	CELE_Y37E3.24	MissingGeneType
CELE_Y37E3.23	CELE_Y37E3.23	MissingGeneType
CELE_W03F11.6	CELE_W03F11.6	MissingGeneType
CELE_W03F11.5	CELE_W03F11.5	MissingGeneType
CELE_W03F11.1	CELE_W03F11.1	MissingGeneType
CELE_W03F11.2	CELE_W03F11.2	MissingGeneType
CELE_W03F11.3	CELE_W03F11.3	MissingGeneType
CELE_W03F11.4	CELE_W03F11.4	MissingGeneType
CELE_F12B6.3	CELE_F12B6.3	MissingGeneType
CELE_F12B6.4	CELE_F12B6.4	MissingGeneType
CELE_F12B6.2	CELE_F12B6.2	MissingGeneType
CELE_F12B6.1	CELE_F12B6.1	MissingGeneType
CELE_Y39G10AL.4	CELE_Y39G10AL.4	MissingGeneType
CELE_Y39G10AL.6	CELE_Y39G10AL.6	MissingGeneType
CELE_Y39G10AL.5	CELE_Y39G10AL.5	MissingGeneType
CELE_Y39G10AL.T1	CELE_Y39G10AL.T1	MissingGeneType
CELE_Y39G10AL.1	CELE_Y39G10AL.1	MissingGeneType
CELE_Y39G10AL.3	CELE_Y39G10AL.3	MissingGeneType
CELE_Y39G10AR.11	CELE_Y39G10AR.11	MissingGeneType
CELE_Y39G10AR.12	CELE_Y39G10AR.12	MissingGeneType
CELE_Y39G10AR.10	CELE_Y39G10AR.10	MissingGeneType
CELE_Y39G10AR.13	CELE_Y39G10AR.13	MissingGeneType
CELE_Y39G10AR.9	CELE_Y39G10AR.9	MissingGeneType
CELE_Y39G10AR.21	CELE_Y39G10AR.21	MissingGeneType
CELE_Y39G10AR.20	CELE_Y39G10AR.20	MissingGeneType
CELE_Y39G10AR.8	CELE_Y39G10AR.8	MissingGeneType
CELE_Y39G10AR.30	CELE_Y39G10AR.30	MissingGeneType
CELE_Y39G10AR.7	CELE_Y39G10AR.7	MissingGeneType
CELE_Y39G10AR.14	CELE_Y39G10AR.14	MissingGeneType
CELE_Y39G10AR.32	CELE_Y39G10AR.32	MissingGeneType
CELE_Y39G10AR.15	CELE_Y39G10AR.15	MissingGeneType
CELE_Y39G10AR.22	CELE_Y39G10AR.22	MissingGeneType
CELE_Y39G10AR.16	CELE_Y39G10AR.16	MissingGeneType
CELE_Y39G10AR.6	CELE_Y39G10AR.6	MissingGeneType
CELE_Y39G10AR.5	CELE_Y39G10AR.5	MissingGeneType
CELE_Y39G10AR.23	CELE_Y39G10AR.23	MissingGeneType
CELE_Y39G10AR.25	CELE_Y39G10AR.25	MissingGeneType
CELE_Y39G10AR.3	CELE_Y39G10AR.3	MissingGeneType
CELE_Y39G10AR.31	CELE_Y39G10AR.31	MissingGeneType
CELE_Y39G10AR.29	CELE_Y39G10AR.29	MissingGeneType
CELE_Y39G10AR.28	CELE_Y39G10AR.28	MissingGeneType
CELE_Y39G10AR.27	CELE_Y39G10AR.27	MissingGeneType
